7,16,10,0,51,6600
7,16,12,0,60,7080
7,16,14,0,58,7860
7,16,16,0,60,7800
7,16,18,0,60,8100
7,16,20,0,60,9060
7,16,22,0,63,9780
7,16,24,0,63,9000
7,16,26,0,64,10740
7,16,28,0,61,10680
7,16,30,0,61,10320
7,16,32,0,60,10560
7,16,34,0,60,11040
7,16,36,1,61,28080
7,16,38,1,66,58380
7,16,40,1,83,72300
7,1,10,0,41,3780
7,1,12,0,40,3720
7,1,14,0,41,4140
7,1,16,0,43,4020
7,1,18,0,41,3960
7,1,20,0,41,4080
7,1,22,0,49,4800
7,1,24,0,50,4920
7,1,26,0,51,4980
7,1,28,0,56,5580
7,1,30,0,57,6120
7,1,32,0,55,6600
7,1,34,0,60,7980
7,1,36,0,41,4440
7,1,38,0,42,4800
7,1,40,0,51,5920
7,2,10,0,42,3780
7,2,12,0,44,4140
7,2,14,0,45,4320
7,2,16,0,46,4320
7,2,18,0,45,4260
7,2,20,0,48,4620
7,2,22,0,50,4860
7,2,24,0,49,5160
7,2,26,0,50,5040
7,2,28,1,48,6660
7,2,30,0,55,5820
7,2,32,0,54,5940
7,2,34,0,58,6180
7,2,36,0,66,7260
7,2,38,0,62,7620
7,2,40,0,59,7980
7,32,10,2,161,15120
7,32,12,2,184,18840
7,32,14,2,211,22560
7,32,16,2,227,20580
7,32,18,2,287,26940
7,4,10,0,40,3840
7,4,12,0,44,4320
7,4,14,0,42,4200
7,4,16,0,41,4500
7,4,18,0,42,4320
7,4,20,0,43,4500
7,4,22,0,44,5220
7,4,24,1,44,5760
7,4,26,0,48,5340
7,4,28,0,44,5520
7,4,30,0,45,5160
7,4,32,0,45,5400
7,4,34,0,45,5460
7,4,36,0,48,5820
7,4,38,0,48,6360
7,4,40,0,51,6660
7,8,10,0,43,4560
7,8,12,0,45,4740
7,8,14,0,45,4920
7,8,16,0,46,5100
7,8,18,0,47,5400
7,8,20,0,47,6060
7,8,22,0,52,6840
7,8,24,0,50,6480
7,8,26,0,49,7020
7,8,28,0,50,7920
7,8,30,0,61,8040
7,8,32,0,54,7980
7,8,34,0,52,9420
7,8,36,1,53,11100
7,8,38,0,53,11220
7,8,40,1,59,14880
